R_fighter,B_fighter,date,Winner,title_bout,weight_class,no_of_rounds,B_avg_BODY_landed,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SUB_ATT,B_avg_TD_landed,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,R_avg_BODY_landed,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SUB_ATT,R_avg_TD_landed,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,B_age,R_age
Krzysztof Jotko,Alen Amedovski,4/20/2019,Red,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,7.7,22.1,0.2,4.7,1.7,0.3,0.1,0.9,4,0,0,1,4,1,0,0,Southpaw,185.42,195.58,31,29
Movsar Evloev,Seungwoo Choi,4/20/2019,Red,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,26,25
Sultan Aliev,Keita Nakamura,4/20/2019,Red,FALSE,Welterweight,3,4.2,24.9,0.4,1.7,1.5,0.2,0.4,1.8,6,0,0,2,0,0,2,0,Southpaw,180.34,185.42,1.666666667,9.666666667,0,0.333333333,1,0.333333333,0,1,2,0,0,1,0,0,0,0,Orthodox,180.34,187.96,34,34
Alexander Yakovlev,Alex Da Silva,4/20/2019,Red,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,6,11.33333333,0.333333333,5.666666667,1.166666667,0.166666667,0,1,4,0,0,0,1,1,0,0,Southpaw,190.5,187.96,23,34
Marcin Tybura,Shamil Abdurakhimov,4/20/2019,Blue,FALSE,Heavyweight,3,4.5,17.33333333,0.166666667,6.666666667,0.666666667,0,0.166666667,1.166666667,2,0,0,1,2,1,0,0,Orthodox,190.5,193.04,8.428571429,35.28571429,0.142857143,9,3,0.142857143,0.142857143,1.571428571,3,0,0,0,2,2,0,0,Orthodox,190.5,198.12,37,33
Gadzhimurad Antigulov,Michal Oleksiejczuk,4/20/2019,Blue,FALSE,Light Heavyweight,3,16.5,25,0.5,3.5,0.5,0,0,1,1,0,0,0,0,1,0,0,Southpaw,182.88,187.96,1,3,0,0.666666667,0.666666667,0,0.666666667,1.666666667,1,0,0,0,0,0,2,0,Orthodox,180.34,177.8,24,32
Magomed Mustafaev,Rafael Fiziev,4/20/2019,Red,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Switch,172.72,180.34,5,12.33333333,0.333333333,1.333333333,0,0,0.333333333,0,1,0,0,0,0,1,0,1,Orthodox,172.72,180.34,26,30
Max Holloway,Dustin Poirier,4/13/2019,Blue,TRUE,Lightweight,5,5.095238095,40.66666667,0.523809524,6.619047619,0.714285714,0.19047619,0.619047619,1.142857143,5,0,1,0,4,8,3,0,Southpaw,175.26,182.88,17.78947368,62.84210526,0.421052632,5,0.947368421,0,0.368421053,0.263157895,3,4,0,1,4,8,2,1,Orthodox,180.34,175.26,30,27
Kelvin Gastelum,Israel Adesanya,4/13/2019,Blue,TRUE,Middleweight,5,11.4,32.6,0.8,17.2,0.4,0,0.2,0,0,0,0,1,2,2,0,0,Switch,193.04,203.2,8.142857143,31.71428571,0.642857143,5.642857143,1.142857143,0.357142857,0.142857143,0.642857143,4,1,0,3,2,3,2,0,Southpaw,175.26,180.34,29,27
Eryk Anders,Khalil Rountree Jr.,4/13/2019,Blue,FALSE,Light Heavyweight,3,2.285714286,11.42857143,0.571428571,0.571428571,0,0,0.142857143,0,4,1,0,0,0,3,0,0,Southpaw,185.42,193.04,9.5,35.33333333,0.666666667,0.666666667,1.333333333,0,0.166666667,2,3,0,0,0,1,2,0,0,Southpaw,185.42,190.5,29,31
Alan Jouban,Dwight Grant,4/13/2019,Blue,FALSE,Welterweight,3,4.5,14.5,0.5,3.5,0,0,0,0.5,1,0,0,0,0,1,0,0,Switch,185.42,193.04,8.727272727,24.81818182,0.818181818,9.272727273,0.272727273,0,0,0.272727273,4,0,0,0,3,4,0,0,Southpaw,182.88,185.42,34,37
Ovince Saint Preux,Nikita Krylov,4/13/2019,Blue,FALSE,Light Heavyweight,3,6,17.4,0.3,3.7,0.6,0.3,0.6,0.2,4,0,0,0,0,3,3,0,Orthodox,190.5,195.58,5,16.88888889,0.166666667,2.666666667,0.777777778,0.055555556,0.277777778,0.555555556,7,1,1,0,1,5,4,0,Southpaw,190.5,203.2,27,36
Jalin Turner,Matt Frevola,4/13/2019,Blue,FALSE,Lightweight,3,7,24,0,6.5,0.5,0.5,0.5,1,2,0,0,0,0,0,0,0,Orthodox,175.26,180.34,4,15.5,0.5,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,Southpaw,190.5,195.58,28,23
Wilson Reis,Alexandre Pantoja,4/13/2019,Blue,FALSE,Flyweight,3,11.2,31.6,0.2,8.8,2.2,0.6,1.4,0.6,1,0,0,1,1,0,2,0,Orthodox,165.1,170.18,2.916666667,12.66666667,0,6.916666667,3.333333333,0.166666667,0.5,4.166666667,5,1,0,0,5,0,2,0,Southpaw,162.56,165.1,28,34
Max Griffin,Zelim Imadaev,4/13/2019,Red,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,10,37.83333333,0.666666667,4.333333333,0.5,0.333333333,0.166666667,0.5,4,0,0,0,1,1,0,0,Orthodox,180.34,193.04,24,33
Boston Salmon,Khalid Taha,4/13/2019,Blue,FALSE,Bantamweight,3,3,24,0,5,0,2,0,0,1,0,0,0,0,0,0,0,Orthodox,165.1,175.26,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,175.26,175.26,27,28
Curtis Millender,Belal Muhammad,4/13/2019,Blue,FALSE,Welterweight,3,7.625,42.125,0,10.625,1.5,0,0.125,1.875,3,0,0,1,3,1,0,0,Orthodox,180.34,182.88,6.25,28.25,0.5,9,0.25,0,0,0.25,1,0,0,0,2,1,0,0,Orthodox,187.96,193.04,30,31
Montel Jackson,Andre Soukhamthath,4/13/2019,Red,FALSE,Bantamweight,3,15.4,20.6,1.2,6.6,1.4,0,0.2,1.4,3,0,0,0,1,1,0,0,Orthodox,175.26,177.8,7.5,16.5,0,2,0,0,0.5,1,1,0,0,0,0,0,1,0,Southpaw,177.8,190.5,30,26
Lauren Mueller,Poliana Botelho,4/13/2019,Blue,FALSE,Women Flyweight,3,7,17.33333333,0.333333333,3,0,0,0,0.333333333,1,0,0,0,1,1,0,0,Orthodox,172.72,170.18,13.5,20,0,4,0.5,0,0,1,1,0,0,0,1,0,0,0,Orthodox,165.1,170.18,30,27
Brandon Davis,Randy Costa,4/13/2019,Red,FALSE,Bantamweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Switch,175.26,185.42,7,32,0,13,0.25,0,0,0.25,3,0,0,0,1,0,0,0,Orthodox,177.8,182.88,24,28
Edson Barboza,Justin Gaethje,3/30/2019,Blue,FALSE,Lightweight,5,8.25,47.5,0.25,31.25,0,0,0,0,2,0,0,0,0,2,0,0,Orthodox,180.34,177.8,13,19.6,0.5,12.85,0.1,0,0.05,0.35,6,0,1,1,5,7,0,0,Orthodox,180.34,190.5,30,33
David Branch,Jack Hermansson,3/30/2019,Blue,FALSE,Middleweight,3,4.428571429,23.71428571,0,6.714285714,2.142857143,0,0.285714286,1,2,0,0,0,1,3,1,0,Orthodox,185.42,195.58,5.125,8,0.125,3.875,1.375,0,0,1.75,4,0,0,1,2,1,0,0,Orthodox,185.42,198.12,30,37
Josh Emmett,Michael Johnson,3/30/2019,Red,FALSE,Featherweight,3,14.2,26.3,0.45,8.65,0,0.15,0.05,0.45,9,1,0,1,6,4,0,0,Southpaw,177.8,185.42,11.16666667,25.5,1,9.5,0.5,0,0.166666667,1.5,2,0,0,1,2,1,0,0,Orthodox,167.64,177.8,32,34
Karolina Kowalkiewicz,Michelle Waterson,3/30/2019,Blue,FALSE,Women Strawweight,3,14.33333333,23.66666667,0,7.666666667,2.666666667,0.166666667,1,1.666666667,2,0,0,1,1,0,2,0,Orthodox,160.02,157.48,17.25,50.625,0,7.75,0.875,0.125,0,0.125,3,1,0,2,3,0,0,0,Orthodox,160.02,162.56,33,33
Kennedy Nzechukwu,Paul Craig,3/30/2019,Blue,FALSE,Light Heavyweight,3,6.8,6.6,0,4.6,1.4,0.2,0.8,1.2,3,0,0,0,0,0,2,0,Orthodox,190.5,193.04,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,?,?,31,?
Sodiq Yusuff,Sheymon Moraes,3/30/2019,Red,FALSE,Featherweight,3,18.66666667,20,0.666666667,2.333333333,0.333333333,0,0,0,1,0,0,1,1,0,0,0,Orthodox,172.72,182.88,4,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Orthodox,175.26,180.34,28,25
Marina Rodriguez,Jessica Aguilar,3/30/2019,Red,FALSE,Women Strawweight,3,15.25,36.25,0,14.5,0.25,0,0,1,3,0,0,0,1,0,0,0,Orthodox,160.02,160.02,13,26,0,21,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,167.64,165.1,36,31
Ross Pearson,Desmond Green,3/30/2019,Blue,FALSE,Lightweight,3,8.2,31.8,0,8.2,0.2,0,0,1,3,0,0,1,1,0,0,0,Southpaw,177.8,185.42,12.4,23.48,0.24,8.2,0.12,0.04,0,0.6,13,1,0,2,5,4,0,1,Orthodox,172.72,175.26,29,34
Enrique Barzola,Kevin Aguilar,3/30/2019,Blue,FALSE,Featherweight,3,33,47,1,6,2,0,0,0,0,0,0,0,1,0,0,0,Orthodox,170.18,185.42,10,30.33333333,0,12.5,1.666666667,0,0.333333333,6.166666667,1,1,0,0,5,0,0,0,?,170.18,177.8,30,29
Kevin Holland,Gerald Meerschaert,3/30/2019,Red,FALSE,Middleweight,3,2.666666667,16.83333333,0.166666667,0.5,0.833333333,0.5,0.666666667,1,2,0,0,0,0,1,3,0,Southpaw,185.42,195.58,19.5,47,0,10.5,5,0,1.5,2.5,1,0,0,0,0,0,1,0,Orthodox,190.5,205.74,31,26
Ray Borg,Casey Kenney,3/30/2019,Blue,FALSE,Bantamweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,5.375,12.5,0,0.75,5.25,0.25,1.375,2.75,3,1,0,0,3,0,2,0,Orthodox,162.56,160.02,28,25
Sabina Mazo,Maryna Moroz,3/30/2019,Blue,FALSE,Women Flyweight,3,13.8,23,0,3.8,0.6,0,0.4,0.2,2,0,0,1,1,0,1,0,Orthodox,170.18,170.18,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,27,22
Alex Perez,Mark De La Rosa,3/30/2019,Red,FALSE,Bantamweight,3,6.333333333,18,0,6.666666667,0.333333333,0,0.333333333,0.666666667,1,0,0,1,0,0,1,0,Orthodox,167.64,165.1,6.5,25,0.25,6.25,0.5,0,0.75,2,1,0,0,0,1,1,1,0,Orthodox,167.64,165.1,24,27
Stephen Thompson,Anthony Pettis,3/23/2019,Blue,FALSE,Welterweight,5,7.666666667,23.73333333,0.2,4.133333333,0.933333333,0.533333333,0.666666667,0.533333333,7,4,0,1,1,2,4,0,Orthodox,177.8,182.88,12.07692308,30.61538462,0.692307692,5.692307692,0.384615385,0.076923077,0,0.384615385,4,2,0,0,4,5,0,0,Orthodox,182.88,190.5,32,36
Curtis Blaydes,Justin Willis,3/23/2019,Red,FALSE,Heavyweight,3,4.75,43.5,0.5,4,0.75,0,0,1,0,0,0,0,3,1,0,0,Southpaw,185.42,198.12,5.625,27.5,0.125,5.125,2.75,0,0,4.125,3,0,0,0,2,2,0,1,Orthodox,193.04,203.2,31,28
John Makdessi,Jesus Pinedo,3/23/2019,Red,FALSE,Lightweight,3,16,35,0,9,0,0,0,5,0,0,0,0,1,0,0,0,?,177.8,?,15.2,33.53333333,0.4,12.6,0,0,0,0,6,0,0,1,5,3,0,0,Orthodox,172.72,172.72,22,33
Jussier Formiga,Deiveson Figueiredo,3/23/2019,Red,FALSE,Flyweight,3,8.333333333,18,1,0,1.666666667,0,2.333333333,1.666666667,0,0,0,1,0,2,0,0,Orthodox,165.1,172.72,2.583333333,10.75,0.166666667,1.916666667,2.75,0,0.5,1.416666667,4,0,0,0,5,0,3,0,Orthodox,165.1,170.18,31,33
Luis Pena,Steven Peterson,3/23/2019,Red,FALSE,Featherweight,3,15.5,49.5,0,8.5,1.5,0.5,0.5,1.5,1,0,0,1,0,0,0,0,Orthodox,177.8,177.8,4.5,10,0.5,1,1,1,0.5,1,1,0,0,0,0,0,1,0,Southpaw,190.5,190.5,28,25
Maycee Barber,JJ Aldrich,3/23/2019,Red,FALSE,Women Flyweight,3,8.25,41.75,0,5.75,0.5,0,0,0.25,1,0,0,0,3,0,0,0,Southpaw,165.1,170.18,16,46,0,6,1,0,0,1,0,0,0,0,0,1,0,0,Switch,165.1,165.1,26,20
Bryce Mitchell,Bobby Moffett,3/23/2019,Red,FALSE,Featherweight,3,1,13,0,6,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,177.8,187.96,9,29,0,0,0,0,1,3,0,0,1,0,0,0,0,0,Southpaw,177.8,?,28,24
Marlon Vera,Frankie Saenz,3/23/2019,Red,FALSE,Bantamweight,3,15,28.125,0.25,15.125,0.75,0.25,0.125,1.75,3,0,0,2,3,0,0,0,Orthodox,167.64,167.64,9.4,19.3,0.4,8.4,1.2,0,1,0.6,4,0,0,0,1,2,3,0,Switch,172.72,177.8,38,26
Alexis Davis,Jennifer Maia,3/23/2019,Blue,FALSE,Women Flyweight,3,14,19,0,9,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,162.56,162.56,6.888888889,19.11111111,0,12.66666667,1.111111111,0.444444444,1,0.666666667,3,1,0,2,3,0,1,0,Orthodox,167.64,172.72,30,34
Randa Markos,Angela Hill,3/23/2019,Red,FALSE,Women Strawweight,3,18.5,46.125,0.25,13.375,0.125,0.125,0,0.375,5,0,0,0,3,0,0,0,Orthodox,160.02,162.56,3.3,32.3,0,5.1,2.4,0.4,0.2,1.5,6,0,0,1,3,0,0,0,Orthodox,162.56,160.02,34,33
Ryan MacDonald,Chris Gutierrez,3/23/2019,Blue,FALSE,Bantamweight,3,0,9,0,17,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,175.26,175.26,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Switch,180.34,180.34,27,26
Eric Shelton,Jordan Espinosa,3/23/2019,Blue,FALSE,Flyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,167.64,180.34,6,33,0,2.2,1,0.2,0.2,3.4,3,0,0,1,1,0,0,0,Orthodox,167.64,172.72,29,28
Darren Till,Jorge Masvidal,3/16/2019,Blue,FALSE,Welterweight,5,12.93333333,33.86666667,0.333333333,7.666666667,0.8,0.066666667,0.466666667,1,6,0,0,0,5,3,1,0,Orthodox,180.34,187.96,3.714285714,21.85714286,0.571428571,5.285714286,0.142857143,0,0,0.428571429,2,1,0,0,3,2,0,0,Southpaw,182.88,187.96,34,26
Leon Edwards,Gunnar Nelson,3/16/2019,Red,FALSE,Welterweight,3,2.363636364,14.18181818,0.090909091,1.090909091,2.454545455,0.181818182,0.727272727,1.090909091,3,0,0,0,1,0,7,0,Switch,180.34,182.88,7.3,22.2,0.3,4.5,2.6,0.3,0.5,1.2,2,0,0,0,5,2,1,0,Southpaw,182.88,187.96,30,27
Volkan Oezdemir,Dominick Reyes,3/16/2019,Blue,FALSE,Light Heavyweight,3,9.333333333,22.66666667,0.666666667,11.33333333,0.666666667,0,0.333333333,0.333333333,0,0,0,0,1,1,1,0,Southpaw,193.04,195.58,7.8,27.4,0.2,7.6,0.4,0,0,0.2,2,1,0,1,0,2,0,0,Orthodox,187.96,190.5,29,29
Nathaniel Wood,Jose Quinonez,3/16/2019,Red,FALSE,Bantamweight,3,8.2,23.8,0.4,8.8,2.8,0.2,0.8,2.4,1,1,0,0,3,0,1,0,?,172.72,175.26,9.5,26,0.5,11.5,2.5,0,1,1,0,0,0,0,0,0,2,0,Orthodox,167.64,175.26,28,25
Danny Roberts,Claudio Silva,3/16/2019,Blue,FALSE,Welterweight,3,6.333333333,17.33333333,0,5.666666667,5.666666667,0,0.666666667,2.333333333,0,0,0,1,1,0,1,0,Southpaw,180.34,180.34,6.285714286,19.71428571,0.285714286,5.571428571,0.571428571,0,0.285714286,0,2,0,0,1,1,2,1,0,Southpaw,185.42,187.96,36,31
Jack Marshman,John Phillips,3/16/2019,Red,FALSE,Middleweight,3,8,10.5,0,7,0,0.5,0,0,2,0,0,0,0,0,0,0,Southpaw,180.34,190.5,4.4,21.2,0.6,3.4,0,0,0,0,3,0,0,0,1,1,0,0,Orthodox,182.88,185.42,33,29
Arnold Allen,Jordan Rinaldi,3/16/2019,Red,FALSE,Featherweight,3,1.25,8.5,0,3,2.5,0.25,1,1.25,2,0,0,0,1,0,1,0,Orthodox,177.8,182.88,5.25,22,0.25,1.5,1.75,0,0.75,2,0,0,0,1,1,0,2,0,Southpaw,172.72,177.8,31,25
Marc Diakiese,Joe Duffy,3/16/2019,Red,FALSE,Lightweight,3,4.666666667,16,0.333333333,2.5,0.666666667,0.166666667,0.5,0.333333333,2,0,0,0,1,1,2,0,Orthodox,177.8,185.42,6.8,16,0.2,4.6,0.6,0.2,0,1.4,2,0,0,0,1,2,0,0,Orthodox,177.8,185.42,31,25
Nicolae Negumereanu,Saparbeg Safarov,3/16/2019,Blue,FALSE,Light Heavyweight,3,3.5,18,0,1,0.5,0,0,1,2,0,0,0,0,0,0,0,Orthodox,185.42,198.12,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,198.12,32,24
Danny Henry,Dan Ige,3/16/2019,Blue,FALSE,Featherweight,3,4.333333333,28.66666667,0,5.666666667,3,0.333333333,0,1.666666667,1,0,0,0,1,1,0,0,Orthodox,170.18,180.34,9,35.5,1,3,4,0,1.5,0.5,0,0,0,0,1,0,1,0,Orthodox,182.88,185.42,27,30
Molly McCann,Priscila Cachoeira,3/16/2019,Red,FALSE,Women Flyweight,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,170.18,165.1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,162.56,157.48,30,28
Mike Grundy,Nad Narimani,3/16/2019,Red,FALSE,Featherweight,3,7,50,0,7.5,4,0,0,3.5,0,0,0,0,2,0,0,0,Orthodox,172.72,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,31,32
Derrick Lewis,Junior Dos Santos,3/9/2019,Blue,FALSE,Heavyweight,5,19.55555556,36.16666667,0.722222222,1.777777778,0.277777778,0,0.055555556,0.277777778,4,5,0,0,5,9,0,0,Orthodox,193.04,195.58,4.125,20.75,0.3125,1.3125,1,0.125,0,0.3125,4,1,0,1,1,10,0,0,Orthodox,190.5,200.66,35,34
Elizeu Zaleski dos Santos,Curtis Millender,3/9/2019,Red,FALSE,Welterweight,3,8.333333333,37.66666667,0.666666667,12,0.333333333,0,0,0.333333333,0,0,0,0,2,1,0,0,Orthodox,187.96,193.04,10.42857143,34.28571429,0.285714286,6.714285714,0.714285714,0.285714286,0.428571429,0.285714286,1,0,0,1,2,3,0,0,Orthodox,180.34,185.42,31,32
Tim Means,Niko Price,3/9/2019,Blue,FALSE,Welterweight,3,2.571428571,9.428571429,0.285714286,2.857142857,0.857142857,0.285714286,0.714285714,0.571428571,3,0,0,0,0,2,2,0,Orthodox,182.88,193.04,12.27777778,30.72222222,0.388888889,5.444444444,0.444444444,0.111111111,0.111111111,0.555555556,8,0,0,1,3,5,1,0,Orthodox,187.96,190.5,29,35
Blagoy Ivanov,Ben Rothwell,3/9/2019,Red,FALSE,Heavyweight,3,4,20.4,0.3,3.2,1.6,0,0.4,0.7,4,0,0,0,1,3,2,0,Orthodox,193.04,198.12,10,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Southpaw,180.34,185.42,37,32
Beneil Dariush,Drew Dober,3/9/2019,Red,FALSE,Lightweight,3,8.363636364,25.18181818,0.272727273,6.181818182,1,0,0.090909091,0.636363636,5,0,0,0,3,2,1,0,Southpaw,172.72,177.8,9.142857143,21.42857143,0.285714286,6.428571429,1.928571429,0,0.5,0.928571429,5,0,0,1,4,1,3,0,Southpaw,177.8,182.88,30,29
Tim Boetsch,Omari Akhmedov,3/9/2019,Blue,FALSE,Middleweight,3,5.333333333,23.44444444,0.222222222,4.111111111,0.777777778,0,0.222222222,2.111111111,4,0,0,1,2,2,0,0,Orthodox,182.88,185.42,6.47826087,14.95652174,0.304347826,4.391304348,0.652173913,0.086956522,0.47826087,0.913043478,11,0,0,2,3,7,0,0,Orthodox,182.88,187.96,31,38
Anthony Rocco Martin,Sergio Moraes,3/9/2019,Red,FALSE,Welterweight,3,5.272727273,23.90909091,0.090909091,2,1.636363636,0,0.454545455,0.909090909,3,1,0,2,2,1,3,0,Orthodox,182.88,182.88,2.909090909,25.54545455,0.181818182,4.363636364,1.909090909,0.272727273,1,0.727272727,4,0,0,0,3,1,3,0,Orthodox,182.88,185.42,36,29
Marion Reneau,Yana Kunitskaya,3/9/2019,Blue,FALSE,Women Bantamweight,3,15.5,14,0,9,1.5,0,0.5,3,1,1,0,0,1,0,0,0,Orthodox,167.64,172.72,7.555555556,30.44444444,0,5,0.777777778,0.111111111,1,0.222222222,4,0,0,0,1,2,2,0,Orthodox,167.64,172.72,29,41
Grant Dawson,Julian Erosa,3/9/2019,Red,FALSE,Featherweight,3,12.66666667,12,0,2.333333333,0.666666667,0,0.666666667,1,2,0,0,1,0,0,0,0,Southpaw,185.42,187.96,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Switch,177.8,182.88,29,25
Maurice Greene,Jeff Hughes,3/9/2019,Red,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,1,6,0,2,0,0,1,0,0,0,0,0,0,0,1,0,?,200.66,208.28,30,32
Louis Smolka,Matt Schnell,3/9/2019,Blue,FALSE,Bantamweight,3,3,21,0,10.75,0.5,0,0.5,0.25,2,0,0,1,1,0,0,0,Orthodox,172.72,177.8,9.181818182,33.72727273,0.090909091,2.909090909,2.818181818,1.181818182,1.727272727,1.363636364,5,0,0,0,2,2,2,0,Orthodox,175.26,172.72,29,27
Alex Morono,Zak Ottow,3/9/2019,Red,FALSE,Welterweight,3,5.428571429,16,0.285714286,6.142857143,1,0.142857143,0.285714286,0.571428571,3,0,0,3,0,1,0,0,Orthodox,180.34,182.88,6.285714286,39,0.285714286,6.428571429,0.571428571,0,0.428571429,0,3,0,0,1,2,0,1,0,Orthodox,180.34,182.88,32,28
Alex White,Dan Moret,3/9/2019,Red,FALSE,Lightweight,3,4,10,0,6,0,0,0,0,1,0,0,0,0,0,0,0,Southpaw,182.88,185.42,13.25,24.625,0.5,3,0.375,0.25,0.125,0.625,5,0,0,0,1,2,0,0,Southpaw,182.88,180.34,32,30
Jon Jones,Anthony Smith,3/2/2019,Red,TRUE,Light Heavyweight,5,5.9,24.1,0.5,2.9,0.5,0.2,0.4,0.4,3,0,0,0,1,5,1,0,Orthodox,193.04,193.04,14.63157895,31.57894737,0.263157895,15.63157895,1.526315789,0,0.526315789,1.947368421,2,12,0,0,7,5,5,0,Orthodox,193.04,213.36,30,31
Tyron Woodley,Kamaru Usman,3/2/2019,Blue,TRUE,Welterweight,5,11.88888889,39.11111111,0.333333333,7.555555556,3.777777778,0,0.222222222,4.444444444,0,1,0,0,7,1,1,0,Switch,182.88,193.04,10.16666667,20.66666667,0.833333333,3.666666667,0.25,0,0.25,0.416666667,3,5,1,1,1,5,1,0,Orthodox,175.26,187.96,31,36
Robbie Lawler,Ben Askren,3/2/2019,Blue,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,10.42105263,39.52631579,0.473684211,1.842105263,0.578947368,0.157894737,0,0.842105263,6,5,0,3,4,6,0,0,Southpaw,180.34,187.96,34,36
Tecia Torres,Weili Zhang,3/2/2019,Blue,FALSE,Women Strawweight,3,11,33.5,0,16.5,1.5,0,1,1,0,0,0,0,1,0,1,0,Switch,162.56,?,11.77777778,38.33333333,0.111111111,12,1.222222222,0,0.111111111,0.777777778,3,0,0,0,5,0,1,0,Orthodox,154.94,152.4,29,29
Cody Garbrandt,Pedro Munhoz,3/2/2019,Blue,FALSE,Bantamweight,3,7.818181818,24.72727273,0.363636364,10.45454545,0.545454545,0.090909091,0.727272727,0.636363636,4,0,0,0,2,2,3,0,Orthodox,167.64,165.1,3.125,26.5,1.125,2.875,0.375,0,0,0.625,2,3,0,0,2,4,0,0,Orthodox,172.72,165.1,32,27
Jeremy Stephens,Zabit Magomedsharipov,3/2/2019,Blue,FALSE,Featherweight,3,6,40.75,0,6.75,3.5,0.75,1,5.75,0,0,0,0,1,0,3,0,Orthodox,185.42,185.42,6.379310345,22.44827586,0.620689655,8.620689655,0.310344828,0.24137931,0.344827586,0.931034483,14,0,0,1,6,7,0,1,Orthodox,172.72,180.34,28,32
Misha Cirkunov,Johnny Walker,3/2/2019,Blue,FALSE,Light Heavyweight,3,0.5,6.5,1,1.5,0,0,0,0,0,0,0,0,0,2,0,0,Orthodox,195.58,208.28,4.857142857,15.57142857,0,0.857142857,1.714285714,0.142857143,0.714285714,1.428571429,2,0,0,0,0,1,4,0,Orthodox,190.5,195.58,26,32
Cody Stamann,Alejandro Perez,3/2/2019,Red,FALSE,Bantamweight,3,3.777777778,26,0,10.44444444,0.333333333,0,0.111111111,0.333333333,2,1,0,1,3,3,0,0,Orthodox,167.64,170.18,15,44,0,7.75,2,0,0,3.75,1,0,0,2,1,0,0,0,Orthodox,167.64,162.56,29,29
Diego Sanchez,Mickey Gall,3/2/2019,Red,FALSE,Welterweight,3,0,7.4,0.4,0.2,2.6,0.2,1.8,0.8,1,0,0,0,0,0,4,0,Switch,187.96,187.96,7.964285714,24.07142857,0.214285714,1.714285714,1.5,0.107142857,0.642857143,1.107142857,11,2,0,3,9,5,0,0,Southpaw,177.8,182.88,27,37
Edmen Shahbazyan,Charles Byrd,3/2/2019,Red,FALSE,Middleweight,3,1.5,21.5,0,1.5,1.5,0,0.5,0.5,1,0,0,0,0,0,1,0,Orthodox,177.8,185.42,6,12,0,4,3,0,0,8,0,0,0,1,0,0,0,0,Orthodox,187.96,?,35,21
Gina Mazany,Macy Chiasson,3/2/2019,Blue,FALSE,Women Bantamweight,3,12,11,1,1,2,0,2,0,0,1,0,0,0,0,1,0,?,180.34,182.88,9.666666667,11,0,4.666666667,0.333333333,0,0,2.333333333,2,0,0,0,1,0,0,0,Southpaw,167.64,172.72,27,30
Polyana Viana,Hannah Cifers,3/2/2019,Blue,FALSE,Women Strawweight,3,19,10,0,12,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,154.94,160.02,8,17.5,0,3.5,2.5,0.5,1.5,1,1,0,0,0,0,0,1,0,Orthodox,165.1,170.18,26,26
